"recording_givid";"survery";"classif";"classif_type";"classif_key";"classif_description";"cover"
"IV2017010617282387";"N2000meetnet_Grasland";"1330_hpr";"N2k";"Habitatsleutel v5";NA;"90"
"IV2017010617362713";"N2000meetnet_Grasland";"1330_hpr";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017010617430082";"N2000meetnet_Grasland";"1330_hpr";"N2k";"Habitatsleutel v5";NA;"85"
"IV2017010618013747";"N2000meetnet_Grasland";"1330_hpr";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017010618124978";"N2000meetnet_Grasland";"1330_hpr";"N2k";"Habitatsleutel v5";NA;"85"
"IV2017010618211064";"N2000meetnet_Grasland";"1330_hpr";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017010613314127";"N2000meetnet_Grasland";"1330_hpr";"N2k";"Habitatsleutel v5";NA;"63"
"IV2017010613424129";"N2000meetnet_Grasland";"1330_hpr";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017010616345212";"N2000meetnet_Grasland";"1330_hpr";"N2k";"Habitatsleutel v5";NA;"50"
"IV2017010616415877";"N2000meetnet_Grasland";"1330_hpr";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017010617095027";"N2000meetnet_Grasland";"1330_hpr";"N2k";"Habitatsleutel v5";NA;"65"
"IV2017010617191621";"N2000meetnet_Grasland";"1330_hpr";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017010910225147";"N2000meetnet_Grasland";"3130_aom";"N2k";"Habitatsleutel v5";NA;"20"
"IV2017021312415166";"N2000meetnet_Grasland";"3130_aom";"N2k";"Habitatsleutel v5";NA;"10"
"IV2017021314354987";"N2000meetnet_Grasland";"3130_aom";"N2k";"Habitatsleutel v5";NA;"10"
"IV2017012615432844";"N2000meetnet_Grasland";"9160";"N2k";"Habitatsleutel v5";NA;"4"
"IV2017022310474384";"N2000meetnet_Grasland";"9160";"N2k";"Habitatsleutel v5";NA;"15"
"IV2017010616530182";"N2000meetnet_Grasland";"rbbmr";"N2k";"Habitatsleutel v5";NA;"10"
"IV2017010617095027";"N2000meetnet_Grasland";"rbbmr";"N2k";"Habitatsleutel v5";NA;"10"
"IV2017010617282387";"N2000meetnet_Grasland";"rbbmr";"N2k";"Habitatsleutel v5";NA;"5"
"IV2017010617430082";"N2000meetnet_Grasland";"rbbmr";"N2k";"Habitatsleutel v5";NA;"10"
"IV2017011212535658";"N2000meetnet_Grasland";"rbbmr";"N2k";"Habitatsleutel v5";NA;"5"
"IV2017011215545335";"N2000meetnet_Grasland";"rbbmr";"N2k";"Habitatsleutel v5";NA;"40"
"IV2017012716313882";"N2000meetnet_Grasland";"rbbmr";"N2k";"Habitatsleutel v5";NA;"10"
"IV2017021310384624";"N2000meetnet_Grasland";"rbbmr";"N2k";"Habitatsleutel v5";NA;"10"
"IV2017021311505729";"N2000meetnet_Grasland";"rbbmr";"N2k";"Habitatsleutel v5";NA;"30"
"IV2017010618405531";"N2000meetnet_Grasland";"rbbmr";"N2k";"Habitatsleutel v5";NA;"15"
"IV2017010618292802";"N2000meetnet_Grasland";"rbbmr";"N2k";"Habitatsleutel v5";NA;"40"
"IV2017020309560065";"N2000meetnet_Grasland";"0";"N2k";"Habitatsleutel v5";NA;"5"
"IV2017021512174228";"N2000meetnet_Grasland";"0";"N2k";"Habitatsleutel v5";NA;"20"
"IV2017012713261758";"N2000meetnet_Grasland";"0";"N2k";"Habitatsleutel v5";NA;"25"
"IV2017012017101191";"N2000meetnet_Grasland";"0";"N2k";"Habitatsleutel v5";NA;"30"
"IV2017012714260737";"N2000meetnet_Grasland";"0";"N2k";"Habitatsleutel v5";NA;"10"
"IV2017012713022515";"N2000meetnet_Grasland";"0";"N2k";"Habitatsleutel v5";NA;"25"
"IV2017020312255416";"N2000meetnet_Grasland";"0";"N2k";"Habitatsleutel v5";NA;"50"
"IV2017020211533870";"N2000meetnet_Grasland";"6230";"N2k";"Habitatsleutel v5";NA;"50"
"IV2017021311505729";"N2000meetnet_Grasland";"7230";"N2k";"Habitatsleutel v5";NA;"10"
"IV2017010915000761";"N2000meetnet_Grasland";"6410_ve";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017010916362743";"N2000meetnet_Grasland";"6410_ve";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017010922050123";"N2000meetnet_Grasland";"6410_ve";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017010922225486";"N2000meetnet_Grasland";"6410_ve";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017012715235876";"N2000meetnet_Grasland";"6410_ve";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017012715472176";"N2000meetnet_Grasland";"6410_ve";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017021018002273";"N2000meetnet_Grasland";"6410_ve";"N2k";"Habitatsleutel v5";NA;"50"
"IV2017021018144986";"N2000meetnet_Grasland";"6410_ve";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017021312415166";"N2000meetnet_Grasland";"6410_ve";"N2k";"Habitatsleutel v5";NA;"90"
"IV2017021313081237";"N2000meetnet_Grasland";"6410_ve";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017021416061568";"N2000meetnet_Grasland";"6410_ve";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017021416161173";"N2000meetnet_Grasland";"6410_ve";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017012716313882";"N2000meetnet_Grasland";"6410_ve";"N2k";"Habitatsleutel v5";NA;"60"
"IV2017012716564741";"N2000meetnet_Grasland";"6410_ve";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017021009391220";"N2000meetnet_Grasland";"6410_ve";"N2k";"Habitatsleutel v5";NA;"55"
"IV2017021009570606";"N2000meetnet_Grasland";"6410_ve";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017021016462422";"N2000meetnet_Grasland";"6410_ve";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017021017031808";"N2000meetnet_Grasland";"6410_ve";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017021017175886";"N2000meetnet_Grasland";"7140_meso";"N2k";"Habitatsleutel v5";NA;"5"
"IV2017013013060304";"N2000meetnet_Grasland";"2310";"N2k";"Habitatsleutel v5";NA;"70"
"IV2017020116071546";"N2000meetnet_Grasland";"6510";"N2k";"Habitatsleutel v5";NA;"20"
"IV2017020120160542";"N2000meetnet_Grasland";"6510";"N2k";"Habitatsleutel v5";NA;"60"
"IV2017020815060283";"N2000meetnet_Grasland";"6510";"N2k";"Habitatsleutel v5";NA;"3"
"IV2017020815060283";"N2000meetnet_Grasland";"6120";"N2k";"Habitatsleutel v5";NA;"87"
"IV2017020815451966";"N2000meetnet_Grasland";"6120";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017020911173410";"N2000meetnet_Grasland";"6120";"N2k";"Habitatsleutel v5";NA;"32"
"IV2017020912043705";"N2000meetnet_Grasland";"6120";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017020914013322";"N2000meetnet_Grasland";"6120";"N2k";"Habitatsleutel v5";NA;"30"
"IV2017020914342201";"N2000meetnet_Grasland";"6120";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017020915002276";"N2000meetnet_Grasland";"6120";"N2k";"Habitatsleutel v5";NA;"30"
"IV2017020916182461";"N2000meetnet_Grasland";"6120";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017011813083530";"N2000meetnet_Grasland";"9120";"N2k";"Habitatsleutel v5";NA;"30"
"IV2017022011083153";"N2000meetnet_Grasland";"9120";"N2k";"Habitatsleutel v5";NA;"30"
"IV2017020308164723";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017020308555607";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017020309175600";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017020309320429";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017020309560065";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"95"
"IV2017020310250354";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017022412465341";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017120117561385";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"90"
"IV2017120118231406";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017120118342938";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"50"
"IV2017120118520910";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017022315312444";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017022316243012";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"50"
"IV2017022318064503";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017022410260914";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017022410371769";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017022411275584";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017022115375527";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017022211082902";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"74"
"IV2017022211385297";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017022212325377";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"87"
"IV2017022213011877";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017022310474384";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"55"
"IV2017022013121858";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017022015155634";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"60"
"IV2017022015390187";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017022112283578";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"95"
"IV2017022112545290";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017022115074420";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"78"
"IV2017021513172295";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017021716013587";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"50"
"IV2017021717085050";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017022011083153";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"70"
"IV2017022011205318";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017022012400428";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"30"
"IV2017021411231990";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017021413520341";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"80"
"IV2017021414091295";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017021415534916";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"80"
"IV2017021416154407";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017021512174228";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"80"
"IV2017021311505729";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"50"
"IV2017021312171588";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017021313300649";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"64"
"IV2017021314165316";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017021316470293";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"80"
"IV2017021410455484";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017021011171644";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"80"
"IV2017021011372088";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017021017175886";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"75"
"IV2017021017402906";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017021310384624";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"60"
"IV2017021311152342";"N2000meetnet_Grasland";"6410_mo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017021313300649";"N2000meetnet_Grasland";"91E0_veb";"N2k";"Habitatsleutel v5";NA;"36"
"IV2017021413520341";"N2000meetnet_Grasland";"91E0_veb";"N2k";"Habitatsleutel v5";NA;"20"
"IV2017010616530182";"N2000meetnet_Grasland";"1310_pol";"N2k";"Habitatsleutel v5";NA;"70"
"IV2017010617002129";"N2000meetnet_Grasland";"1310_pol";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017010618292802";"N2000meetnet_Grasland";"1310_pol";"N2k";"Habitatsleutel v5";NA;"50"
"IV2017010618363706";"N2000meetnet_Grasland";"1310_pol";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017010618405531";"N2000meetnet_Grasland";"1310_pol";"N2k";"Habitatsleutel v5";NA;"85"
"IV2017010618503780";"N2000meetnet_Grasland";"1310_pol";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017011212535658";"N2000meetnet_Grasland";"1310_pol";"N2k";"Habitatsleutel v5";NA;"30"
"IV2017011214394174";"N2000meetnet_Grasland";"1310_pol";"N2k";"Habitatsleutel v5";NA;"50"
"IV2017012709434540";"N2000meetnet_Grasland";"rbbmc";"N2k";"Habitatsleutel v5";NA;"15"
"IV2017020814143501";"N2000meetnet_Moerassen";"0";"BWK";"Ecotoop2001";"niet genoteerd";"30"
"IV2017021511480087";"N2000meetnet_Moerassen";"0";"BWK";"Ecotoop2001";"niet genoteerd";"17"
"IV2017021513022196";"N2000meetnet_Moerassen";"0";"BWK";"Ecotoop2001";"niet genoteerd";"30"
"IV2017020318315989";"N2000meetnet_Moerassen";"ae+";"BWK";"Ecotoop2001";"eutrofe plas";"47"
"IV2017020318100730";"N2000meetnet_Moerassen";"aom";"BWK";"Ecotoop2001";"mesotrofe plas, mesotroof ven";"32"
"IV2017021513022196";"N2000meetnet_Moerassen";"aom";"BWK";"Ecotoop2001";"mesotrofe plas, mesotroof ven";"20"
"IV2017021515592266";"N2000meetnet_Moerassen";"aom";"BWK";"Ecotoop2001";"mesotrofe plas, mesotroof ven";"10"
"IV2017021712024375";"N2000meetnet_Moerassen";"aom";"BWK";"Ecotoop2001";"mesotrofe plas, mesotroof ven";"19"
"IV2017020318560367";"N2000meetnet_Moerassen";"ce";"BWK";"Ecotoop2001";"vochtige tot natte dopheidevegetatie";"42"
"IV2017012711062779";"N2000meetnet_Moerassen";"ces";"BWK";"Ecotoop2001";"vochtige of natte dopheidevegetaties met elementen uit de hoogveenflora";"100"
"IV2017012711193298";"N2000meetnet_Moerassen";"ces";"BWK";"Ecotoop2001";"vochtige of natte dopheidevegetaties met elementen uit de hoogveenflora";"100"
"IV2017020318560367";"N2000meetnet_Moerassen";"ces";"BWK";"Ecotoop2001";"vochtige of natte dopheidevegetaties met elementen uit de hoogveenflora";"16"
"IV2017020319064156";"N2000meetnet_Moerassen";"ces";"BWK";"Ecotoop2001";"vochtige of natte dopheidevegetaties met elementen uit de hoogveenflora";"100"
"IV2017021511480087";"N2000meetnet_Moerassen";"ces";"BWK";"Ecotoop2001";"vochtige of natte dopheidevegetaties met elementen uit de hoogveenflora";"83"
"IV2017021512035316";"N2000meetnet_Moerassen";"ces";"BWK";"Ecotoop2001";"vochtige of natte dopheidevegetaties met elementen uit de hoogveenflora";"100"
"IV2017021712211026";"N2000meetnet_Moerassen";"ces";"BWK";"Ecotoop2001";"vochtige of natte dopheidevegetaties met elementen uit de hoogveenflora";"71"
"IV2017021712361732";"N2000meetnet_Moerassen";"ces";"BWK";"Ecotoop2001";"vochtige of natte dopheidevegetaties met elementen uit de hoogveenflora";"100"
"IV2017021514542213";"N2000meetnet_Moerassen";"ces";"BWK";"Ecotoop2001";"vochtige of natte dopheidevegetaties met elementen uit de hoogveenflora";"100"
"IV2017021515052872";"N2000meetnet_Moerassen";"ces";"BWK";"Ecotoop2001";"vochtige of natte dopheidevegetaties met elementen uit de hoogveenflora";"100"
"IV2017021515123500";"N2000meetnet_Moerassen";"ces";"BWK";"Ecotoop2001";"vochtige of natte dopheidevegetaties met elementen uit de hoogveenflora";"86"
"IV2017021515263591";"N2000meetnet_Moerassen";"ces";"BWK";"Ecotoop2001";"vochtige of natte dopheidevegetaties met elementen uit de hoogveenflora";"100"
"IV2017021516164241";"N2000meetnet_Moerassen";"ces";"BWK";"Ecotoop2001";"vochtige of natte dopheidevegetaties met elementen uit de hoogveenflora";"100"
"IV2017021516261649";"N2000meetnet_Moerassen";"ces";"BWK";"Ecotoop2001";"vochtige of natte dopheidevegetaties met elementen uit de hoogveenflora";"100"
"IV2017021515123500";"N2000meetnet_Moerassen";"cg";"BWK";"Ecotoop2001";"droge struikheidevegetatie";"14"
"IV2017020318560367";"N2000meetnet_Moerassen";"cm";"BWK";"Ecotoop2001";"gedegradeerde heide met dominatie van Pijpenstrootje";"42"
"IV2017020814143501";"N2000meetnet_Moerassen";"hmm+";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - mesotroof type ";"20"
"IV2017020318315989";"N2000meetnet_Moerassen";"kd";"BWK";"Ecotoop2001";"dijk ";"10"
"IV2017021712211026";"N2000meetnet_Moerassen";"mrb";"BWK";"Ecotoop2001";"rietland met struik- of boomopslag";"29"
"IV2017012612213288";"N2000meetnet_Moerassen";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"70"
"IV2017012613110316";"N2000meetnet_Moerassen";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"100"
"IV2017020318100730";"N2000meetnet_Moerassen";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"68"
"IV2017020318234508";"N2000meetnet_Moerassen";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"100"
"IV2017020713102084";"N2000meetnet_Moerassen";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"100"
"IV2017020714540212";"N2000meetnet_Moerassen";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"100"
"IV2017022111173825";"N2000meetnet_Moerassen";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"100"
"IV2017022111070389";"N2000meetnet_Moerassen";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"100"
"IV2017021716250537";"N2000meetnet_Moerassen";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"100"
"IV2017021716440979";"N2000meetnet_Moerassen";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"100"
"IV2017021716580390";"N2000meetnet_Moerassen";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"69"
"IV2017021717285026";"N2000meetnet_Moerassen";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"100"
"IV2017022111075784";"N2000meetnet_Moerassen";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"100"
"IV2017022111183354";"N2000meetnet_Moerassen";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"100"
"IV2017021710412000";"N2000meetnet_Moerassen";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"100"
"IV2017021710534965";"N2000meetnet_Moerassen";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"100"
"IV2017021712024375";"N2000meetnet_Moerassen";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"81"
"IV2017021712152647";"N2000meetnet_Moerassen";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"100"
"IV2017021712570028";"N2000meetnet_Moerassen";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"100"
"IV2017021713122588";"N2000meetnet_Moerassen";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"100"
"IV2017021515354295";"N2000meetnet_Moerassen";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"100"
"IV2017021515505552";"N2000meetnet_Moerassen";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"100"
"IV2017021515592266";"N2000meetnet_Moerassen";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"50"
"IV2017021516075256";"N2000meetnet_Moerassen";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"100"
"IV2017021710141595";"N2000meetnet_Moerassen";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"87"
"IV2017021710262223";"N2000meetnet_Moerassen";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"100"
"IV2017021513174412";"N2000meetnet_Moerassen";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"100"
"IV2017021513305863";"N2000meetnet_Moerassen";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"100"
"IV2017021513460105";"N2000meetnet_Moerassen";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"100"
"IV2017021513582966";"N2000meetnet_Moerassen";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"100"
"IV2017021514080638";"N2000meetnet_Moerassen";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"100"
"IV2017021514480221";"N2000meetnet_Moerassen";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"100"
"IV2017020813265807";"N2000meetnet_Moerassen";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"100"
"IV2017020813570832";"N2000meetnet_Moerassen";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"100"
"IV2017020814143501";"N2000meetnet_Moerassen";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"50"
"IV2017020814462786";"N2000meetnet_Moerassen";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"100"
"IV2017021513022196";"N2000meetnet_Moerassen";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"50"
"IV2017021513104974";"N2000meetnet_Moerassen";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"100"
"IV2017020318315989";"N2000meetnet_Moerassen";"ms+";"BWK";"Ecotoop2001";"zuur laagveen ";"33"
"IV2017020318480754";"N2000meetnet_Moerassen";"ms+";"BWK";"Ecotoop2001";"zuur laagveen ";"100"
"IV2017021515592266";"N2000meetnet_Moerassen";"so";"BWK";"Ecotoop2001";"vochtig wilgenstruweel op venige of zure grond ";"40"
"IV2017020318315989";"N2000meetnet_Moerassen";"sz";"BWK";"Ecotoop2001";"struweelopslag van allerlei aard ";"10"
"IV2017021710141595";"N2000meetnet_Moerassen";"sz";"BWK";"Ecotoop2001";"struweelopslag van allerlei aard ";"13"
"IV2017012612213288";"N2000meetnet_Moerassen";"vm";"BWK";"Ecotoop2001";"mesotroof elzenbos met zeggen";"30"
"IV2017021716580390";"N2000meetnet_Moerassen";"vm";"BWK";"Ecotoop2001";"mesotroof elzenbos met zeggen";"31"
"IV2017012711062779";"N2000meetnet_Moerassen";"7140_oli";"N2k";"Habitatsleutel v5";NA;"58"
"IV2017012711193298";"N2000meetnet_Moerassen";"7140_oli";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017020318560367";"N2000meetnet_Moerassen";"7140_oli";"N2k";"Habitatsleutel v5";NA;"16"
"IV2017020319064156";"N2000meetnet_Moerassen";"7140_oli";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017021511480087";"N2000meetnet_Moerassen";"7140_oli";"N2k";"Habitatsleutel v5";NA;"83"
"IV2017021512035316";"N2000meetnet_Moerassen";"7140_oli";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017021712211026";"N2000meetnet_Moerassen";"7140_oli";"N2k";"Habitatsleutel v5";NA;"71"
"IV2017021712361732";"N2000meetnet_Moerassen";"7140_oli";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017021514542213";"N2000meetnet_Moerassen";"7140_oli";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017021515052872";"N2000meetnet_Moerassen";"7140_oli";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017021515123500";"N2000meetnet_Moerassen";"7140_oli";"N2k";"Habitatsleutel v5";NA;"86"
"IV2017021515263591";"N2000meetnet_Moerassen";"7140_oli";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017021516164241";"N2000meetnet_Moerassen";"7140_oli";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017021516261649";"N2000meetnet_Moerassen";"7140_oli";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017012612213288";"N2000meetnet_Moerassen";"91E0_meso";"N2k";"Habitatsleutel v5";NA;"30"
"IV2017021716580390";"N2000meetnet_Moerassen";"91E0_meso";"N2k";"Habitatsleutel v5";NA;"31"
"IV2017020318315989";"N2000meetnet_Moerassen";"3150";"N2k";"Habitatsleutel v5";NA;"47"
"IV2017012711062779";"N2000meetnet_Moerassen";"4010";"N2k";"Habitatsleutel v5";NA;"42"
"IV2017020318560367";"N2000meetnet_Moerassen";"4010";"N2k";"Habitatsleutel v5";NA;"84"
"IV2017021515123500";"N2000meetnet_Moerassen";"4030";"N2k";"Habitatsleutel v5";NA;"14"
"IV2017021515592266";"N2000meetnet_Moerassen";"rbbso";"N2k";"Habitatsleutel v5";NA;"40"
"IV2017020318315989";"N2000meetnet_Moerassen";"-9";"N2k";"Habitatsleutel v5";NA;"20"
"IV2017021710141595";"N2000meetnet_Moerassen";"-9";"N2k";"Habitatsleutel v5";NA;"13"
"IV2017021513022196";"N2000meetnet_Moerassen";"-9";"N2k";"Habitatsleutel v5";NA;"30"
"IV2017020318100730";"N2000meetnet_Moerassen";"3130_aom";"N2k";"Habitatsleutel v5";NA;"32"
"IV2017021513022196";"N2000meetnet_Moerassen";"3130_aom";"N2k";"Habitatsleutel v5";NA;"20"
"IV2017021515592266";"N2000meetnet_Moerassen";"3130_aom";"N2k";"Habitatsleutel v5";NA;"10"
"IV2017021712024375";"N2000meetnet_Moerassen";"3130_aom";"N2k";"Habitatsleutel v5";NA;"19"
